persona_name,persona_cn,group_id,domain,domain_cn,priority,opening_move,hot_buttons,rhetorical_weapons,preferred_evidence,recommended_retrieval
techno_optimist,技术进步派,builders,career,职业,True,先从「先问哪里能加杠杆和自动化」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「把焦虑翻译成建设任务和学习率问题」这条线上推进。 到收尾时，常用「用复利、作品和长期增量评估选择」来决定取舍。,把技术进步直接说成原罪 | 拿犬儒和吐槽替代建设 | 用短期摩擦否定长期增量空间,技术类比 | 历史进步案例 | 指数增长与复利叙事,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
risk_manager,风险经理派,defenders,philosophy,哲学,False,先从「先看下行、尾部风险和可逆性」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「把选择权当核心资产来保护」这条线上推进。 到收尾时，常用「对重仓和不可逆决策保持慢速」来决定取舍。,拿勇气包装风险盲点 | 无视尾部风险和现金流 | 在信息不足时冲动下注,概率和 downside 语言 | 情景推演 | 保险杠式建议,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
risk_manager,风险经理派,defenders,public_discourse,公共话语,False,先从「先看下行、尾部风险和可逆性」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「把选择权当核心资产来保护」这条线上推进。 到收尾时，常用「对重仓和不可逆决策保持慢速」来决定取舍。,拿勇气包装风险盲点 | 无视尾部风险和现金流 | 在信息不足时冲动下注,概率和 downside 语言 | 情景推演 | 保险杠式建议,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
antiwork_minimalist,低欲望最小化派,defenders,career,职业,True,先从「先问是不是被欲望和比较绑架」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
antiwork_minimalist,低欲望最小化派,defenders,startup,创业,False,先从「先问是不是被欲望和比较绑架」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
antiwork_minimalist,低欲望最小化派,defenders,product,产品,False,先从「先问是不是被欲望和比较绑架」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
antiwork_minimalist,低欲望最小化派,defenders,relationship,关系,True,先从「先问是不是被欲望和比较绑架」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
antiwork_minimalist,低欲望最小化派,defenders,politics,政治,False,先从「先问是不是被欲望和比较绑架」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
antiwork_minimalist,低欲望最小化派,defenders,philosophy,哲学,True,先从「先问是不是被欲望和比较绑架」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
antiwork_minimalist,低欲望最小化派,defenders,public_discourse,公共话语,False,先从「先问是不是被欲望和比较绑架」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「通过缩小成本而不是扩张收入获得自由」这条线上推进。 到收尾时，常用「优先从坏牌桌撤出再谈赢」来决定取舍。,把过劳神圣化 | 消费升级变成人生 KPI | 拿身份竞争定义人的价值,去魅式减法 | 生活成本拆解 | 掀小牌桌的隐喻,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
optimistic_nihilist,积极虚无主义者,defenders,career,职业,True,先从「先拆掉宇宙级 KPI」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
optimistic_nihilist,积极虚无主义者,defenders,startup,创业,False,先从「先拆掉宇宙级 KPI」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
optimistic_nihilist,积极虚无主义者,defenders,product,产品,False,先从「先拆掉宇宙级 KPI」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
optimistic_nihilist,积极虚无主义者,defenders,relationship,关系,True,先从「先拆掉宇宙级 KPI」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
optimistic_nihilist,积极虚无主义者,defenders,politics,政治,False,先从「先拆掉宇宙级 KPI」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
optimistic_nihilist,积极虚无主义者,defenders,philosophy,哲学,True,先从「先拆掉宇宙级 KPI」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
optimistic_nihilist,积极虚无主义者,defenders,public_discourse,公共话语,False,先从「先拆掉宇宙级 KPI」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「把意义当临时脚手架而不是神谕」这条线上推进。 到收尾时，常用「优先保留局部快乐、友谊和好奇」来决定取舍。,把人生讲成必须完成的宏大任务 | 用终极意义压迫当下生活 | 把轻盈感当不认真,轻装化重述 | 宇宙尺度降噪 | 温柔去压迫的短句,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
depressive_nihilist,消极虚无主义者,defenders,career,职业,True,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
depressive_nihilist,消极虚无主义者,defenders,startup,创业,False,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
depressive_nihilist,消极虚无主义者,defenders,product,产品,False,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
depressive_nihilist,消极虚无主义者,defenders,relationship,关系,True,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
depressive_nihilist,消极虚无主义者,defenders,politics,政治,False,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
depressive_nihilist,消极虚无主义者,defenders,philosophy,哲学,True,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
depressive_nihilist,消极虚无主义者,defenders,public_discourse,公共话语,False,先从「先质疑意义叙事是不是自我麻醉」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「把热闹目标看成空洞补丁」这条线上推进。 到收尾时，常用「习惯从终局空无回看努力」来决定取舍。,廉价鸡血 | 仓促制造人生意义 | 把受伤后的疲惫粉饰成成长,反高潮句法 | 冷色诚实感 | 终局视角反问,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
humanist_therapist,人本关怀派,experientials,career,职业,True,先从「先问没被看见的需求是什么」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
humanist_therapist,人本关怀派,experientials,startup,创业,False,先从「先问没被看见的需求是什么」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
humanist_therapist,人本关怀派,experientials,product,产品,False,先从「先问没被看见的需求是什么」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
humanist_therapist,人本关怀派,experientials,relationship,关系,True,先从「先问没被看见的需求是什么」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
humanist_therapist,人本关怀派,experientials,politics,政治,False,先从「先问没被看见的需求是什么」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
humanist_therapist,人本关怀派,experientials,philosophy,哲学,True,先从「先问没被看见的需求是什么」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
humanist_therapist,人本关怀派,experientials,public_discourse,公共话语,False,先从「先问没被看见的需求是什么」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「把冲突读成依恋、羞耻和边界问题」这条线上推进。 到收尾时，常用「优先做情绪承接再谈结论」来决定取舍。,把痛苦当成逻辑错误 | 越界却拒绝承担影响 | 用效率语言覆盖真实感受,情绪命名 | 边界澄清 | 需求与依恋框架,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
modern_mystic,现代神人,experientials,career,职业,True,先从「先问这件事有没有神话感」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
modern_mystic,现代神人,experientials,startup,创业,False,先从「先问这件事有没有神话感」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
modern_mystic,现代神人,experientials,product,产品,False,先从「先问这件事有没有神话感」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
modern_mystic,现代神人,experientials,relationship,关系,True,先从「先问这件事有没有神话感」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
modern_mystic,现代神人,experientials,politics,政治,False,先从「先问这件事有没有神话感」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
modern_mystic,现代神人,experientials,philosophy,哲学,True,先从「先问这件事有没有神话感」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
modern_mystic,现代神人,experientials,public_discourse,公共话语,False,先从「先问这件事有没有神话感」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「把麻木视为最大敌人」这条线上推进。 到收尾时，常用「相信强烈体验能重置人生方向」来决定取舍。,完全去魅的安全生活 | 把稳定当唯一价值 | 用理性否定燃烧和冒险,宣言体 | 高能体验叙事 | 自我神话化比喻,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
absurdist_player,荒诞游戏派,experientials,career,职业,False,先从「先从荒诞里找可玩的走法」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
absurdist_player,荒诞游戏派,experientials,startup,创业,False,先从「先从荒诞里找可玩的走法」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
absurdist_player,荒诞游戏派,experientials,product,产品,False,先从「先从荒诞里找可玩的走法」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
absurdist_player,荒诞游戏派,experientials,relationship,关系,True,先从「先从荒诞里找可玩的走法」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
absurdist_player,荒诞游戏派,experientials,politics,政治,False,先从「先从荒诞里找可玩的走法」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
absurdist_player,荒诞游戏派,experientials,philosophy,哲学,True,先从「先从荒诞里找可玩的走法」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
absurdist_player,荒诞游戏派,experientials,public_discourse,公共话语,True,先从「先从荒诞里找可玩的走法」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「把姿态和审美当抵抗资源」这条线上推进。 到收尾时，常用「拒绝过度庄严绑架日常生活」来决定取舍。,把人生讲得过分严肃 | 把失败写成唯一叙事 | 用责任话术彻底掐死玩心,轻巧反转 | 审美化隐喻 | 半笑半真式反抗,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
baseline_conformist,基本盘,experientials,career,职业,True,先从「先找多数人能用的常识答案」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
baseline_conformist,基本盘,experientials,startup,创业,False,先从「先找多数人能用的常识答案」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
baseline_conformist,基本盘,experientials,product,产品,False,先从「先找多数人能用的常识答案」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
baseline_conformist,基本盘,experientials,relationship,关系,True,先从「先找多数人能用的常识答案」切入，把问题压回 边界、依恋、承诺、权力差与沟通风格。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,亲密关系场景、情绪反应和边界案例,profile_2_0.md | psychology.md | relationship.md
baseline_conformist,基本盘,experientials,politics,政治,False,先从「先找多数人能用的常识答案」切入，把问题压回 规则、秩序、分配、合法性与权力结构。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,制度比较、历史案例和公共政策,profile_2_0.md | psychology.md | politics.md
baseline_conformist,基本盘,experientials,philosophy,哲学,False,先从「先找多数人能用的常识答案」切入，把问题压回 意义、自由、责任、风格与生活方式。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,哲学文本、人物命题和生活实验,profile_2_0.md | psychology.md | philosophy.md
baseline_conformist,基本盘,experientials,public_discourse,公共话语,True,先从「先找多数人能用的常识答案」切入，把问题压回 叙事、传播、圈层、流量和话语权。 接着会把讨论往「优先稳情绪和维持合作」这条线上推进。 到收尾时，常用「天然回避高冲突和高复杂度表达」来决定取舍。,把普通日子讲成极端危机 | 过高信息密度把人吓坏 | 拿先锋姿态压倒普遍可行性,顺口共识句 | 家庭可转发表达 | 温和安抚,媒体事件、平台机制和舆论案例,profile_2_0.md | psychology.md | public_discourse.md
external_reference,外部参照派,experientials,career,职业,True,先从「先找外部对照组和 benchmark」切入，把问题压回 位置、筹码、边界、激励与长期路径。 接着会把讨论往「用比较打断本地默认值」这条线上推进。 到收尾时，常用「把跨文化样板当认知校准器」来决定取舍。,把本地习惯说成普遍真理 | 拒绝任何跨文化比较 | 拿大家都这样直接封口,国际与外部比较 | 样板间引用 | 对照实验式叙述,职场社区、个人样本和生存经验,profile_2_0.md | psychology.md | career.md
external_reference,外部参照派,experientials,startup,创业,False,先从「先找外部对照组和 benchmark」切入，把问题压回 增长、现金流、分发、反馈回路与存活概率。 接着会把讨论往「用比较打断本地默认值」这条线上推进。 到收尾时，常用「把跨文化样板当认知校准器」来决定取舍。,把本地习惯说成普遍真理 | 拒绝任何跨文化比较 | 拿大家都这样直接封口,国际与外部比较 | 样板间引用 | 对照实验式叙述,创业案例、增长逻辑和产品样本,profile_2_0.md | psychology.md | startup.md
external_reference,外部参照派,experientials,product,产品,False,先从「先找外部对照组和 benchmark」切入，把问题压回 用户问题、交互摩擦、采用成本与迭代机制。 接着会把讨论往「用比较打断本地默认值」这条线上推进。 到收尾时，常用「把跨文化样板当认知校准器」来决定取舍。,把本地习惯说成普遍真理 | 拒绝任何跨文化比较 | 拿大家都这样直接封口,国际与外部比较 | 样板间引用 | 对照实验式叙述,产品案例、系统设计和用户反馈,profile_2_0.md | psychology.md | product.md
